uf,tipo_area,sexo,idade,cor,pessoas_dom,freq_esc,nivel_instrucao,ocup_forca,trab_procurou,motivo_ntrab,serv_pub,ocup_cond,ocup_desc,ocup_cod,ocup_grupo,ocup_pos,ocup_pos2,carteira,ativ_cod,ativ_grupo,prev,ocup_horas,rendimento,rendimento_total
22,4,feminino,23,4,2,2.0,medio,2.0,2.0,6.0,,,,,,,,,,,,,,
27,4,masculino,44,4,3,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
22,3,masculino,32,4,1,2.0,fundamental,1.0,1.0,,,2.0,,,,,,,,,,,,
21,4,feminino,19,4,5,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
51,2,feminino,67,4,1,2.0,superior,2.0,2.0,4.0,,,,,,,,,,,,,,
25,4,feminino,6,1,3,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
26,4,feminino,14,1,4,1.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
29,4,masculino,21,2,4,2.0,fundamental_inc,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,6.0,10.0,,1110.0,1.0,2.0,3.0,,
27,4,masculino,35,4,3,2.0,medio,1.0,,,,1.0,guarda_seg,5414.0,5.0,1.0,1.0,1.0,1201.0,1.0,1.0,3.0,1000.0,1000.0
31,4,masculino,44,4,4,2.0,fundamental_inc,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,1.0,2.0,2.0,1109.0,1.0,2.0,3.0,700.0,700.0
26,4,masculino,5,4,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
13,4,masculino,15,4,8,1.0,fundamental,2.0,2.0,2.0,,,,,,,,,,,,,,
53,1,masculino,29,4,3,2.0,medio,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,1.0,1.0,1.0,45020.0,4.0,1.0,3.0,2400.0,2400.0
41,4,feminino,68,1,3,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
26,1,feminino,62,4,1,2.0,superior_inc,1.0,,,,1.0,op_maq_costura,8153.0,8.0,1.0,2.0,2.0,14001.0,2.0,2.0,3.0,900.0,900.0
51,4,feminino,3,1,5,,,,,,,,,,,,,,,,,,,
27,4,feminino,1,4,3,,,,,,,,,,,,,,,,,,,
23,4,masculino,55,4,4,2.0,sem_instrucao,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1109.0,1.0,2.0,2.0,150.0,150.0
22,4,feminino,15,4,3,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
43,1,feminino,31,1,3,1.0,superior,1.0,,,,1.0,farmaceutico,2262.0,2.0,1.0,1.0,1.0,94099.0,10.0,1.0,3.0,3000.0,3000.0
23,4,masculino,44,1,5,2.0,superior,1.0,,,1.0,1.0,prof_ensino_pre_esc,2342.0,2.0,3.0,7.0,,85012.0,9.0,1.0,3.0,2100.0,2100.0
33,1,masculino,36,4,3,2.0,fundamental_inc,1.0,,,,1.0,carpinteiro,7115.0,7.0,5.0,9.0,,16002.0,2.0,2.0,5.0,700.0,700.0
14,4,feminino,15,4,3,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
43,4,feminino,60,1,4,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
31,4,masculino,9,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
31,4,masculino,8,4,6,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
42,4,masculino,30,1,2,1.0,superior_inc,1.0,,,,1.0,outros_profis_nivmedio_saude,3259.0,3.0,3.0,6.0,2.0,84016.0,8.0,1.0,2.0,1450.0,1450.0
35,4,feminino,29,1,3,2.0,superior,1.0,,,,1.0,biolog_botan_zoo,2131.0,2.0,1.0,1.0,1.0,86003.0,9.0,1.0,2.0,2500.0,2500.0
11,4,masculino,28,1,2,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
21,4,feminino,2,4,3,,,,,,,,,,,,,,,,,,,
31,2,feminino,42,2,3,2.0,fundamental_inc,1.0,,,,1.0,cuid_crianca,5311.0,5.0,5.0,9.0,,96090.0,10.0,2.0,4.0,300.0,300.0
52,3,masculino,29,4,4,2.0,medio_inc,1.0,,,,1.0,eletric_obra,7411.0,7.0,5.0,9.0,,43000.0,3.0,1.0,3.0,1200.0,1200.0
27,4,masculino,30,4,3,2.0,fundamental,1.0,1.0,,,2.0,,,,,,,,,,,,
51,1,masculino,9,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
21,1,feminino,61,1,5,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
43,4,masculino,30,1,2,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1107.0,1.0,1.0,5.0,1500.0,1500.0
21,4,feminino,24,4,3,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
16,1,masculino,33,1,3,1.0,superior,1.0,,,,1.0,prof_ensino_medio,2330.0,2.0,1.0,1.0,1.0,85013.0,9.0,1.0,3.0,2000.0,2000.0
21,4,feminino,3,4,4,,,,,,,,,,,,,,,,,,,
13,1,masculino,24,4,4,2.0,fundamental_inc,1.0,,,,1.0,garcom,5131.0,5.0,1.0,2.0,2.0,56011.0,6.0,2.0,5.0,937.0,937.0
35,1,masculino,63,4,2,2.0,fundamental_inc,1.0,,,,1.0,gesseiro,7123.0,7.0,5.0,9.0,,41000.0,3.0,1.0,3.0,600.0,600.0
43,2,masculino,54,1,7,2.0,medio_inc,1.0,,,,1.0,profis_venda_tecnica_e_med,2433.0,2.0,5.0,9.0,,15020.0,2.0,2.0,3.0,2000.0,2000.0
27,4,feminino,31,1,4,2.0,medio,2.0,2.0,6.0,,,,,,,,,,,,,,
41,1,feminino,9,2,3,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
52,1,feminino,7,1,5,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
43,4,masculino,66,2,2,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
21,4,feminino,11,4,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
52,4,feminino,37,4,3,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
13,1,masculino,39,1,4,2.0,superior,1.0,,,1.0,1.0,prof_ensino_superior,2310.0,2.0,3.0,7.0,,85014.0,9.0,1.0,2.0,10000.0,10000.0
27,1,feminino,65,2,2,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
35,1,masculino,42,4,4,2.0,fundamental_inc,1.0,,,,1.0,classif_residuo,9612.0,9.0,1.0,1.0,1.0,38000.0,2.0,1.0,3.0,1200.0,1200.0
26,4,feminino,80,4,2,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
42,4,masculino,9,1,2,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
42,4,feminino,30,1,3,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
27,4,masculino,43,4,6,2.0,superior,1.0,,,,1.0,pescador,6225.0,6.0,5.0,9.0,,3001.0,1.0,2.0,2.0,300.0,300.0
52,2,masculino,41,1,5,2.0,fundamental,1.0,1.0,,,2.0,,,,,,,,,,,,
33,2,feminino,21,4,2,1.0,medio,2.0,2.0,2.0,,,,,,,,,,,,,,
33,2,masculino,49,1,2,2.0,sem_instrucao,1.0,,,,1.0,comerciante_loja,5221.0,5.0,5.0,9.0,,56011.0,6.0,2.0,3.0,1000.0,1000.0
35,4,feminino,31,4,2,2.0,medio_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
21,4,feminino,19,1,3,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
33,2,feminino,21,1,4,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
28,4,masculino,50,4,2,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
15,4,feminino,24,4,3,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
21,4,feminino,27,4,5,2.0,medio,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,6.0,10.0,,48030.0,4.0,2.0,2.0,,
31,2,feminino,30,2,3,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
31,4,feminino,13,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
35,4,feminino,26,1,4,2.0,superior,1.0,,,,1.0,med_geral,2211.0,2.0,1.0,1.0,1.0,86002.0,9.0,1.0,3.0,10000.0,0.0
31,4,masculino,35,1,2,2.0,superior_inc,1.0,,,,1.0,outros_vend,5249.0,5.0,1.0,1.0,1.0,29001.0,2.0,1.0,3.0,4000.0,4000.0
25,4,feminino,6,4,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
31,4,feminino,65,1,2,2.0,fundamental_inc,2.0,2.0,5.0,,,,,,,,,,,,,,
25,1,feminino,73,4,2,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
12,4,masculino,28,4,3,2.0,medio,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1102.0,1.0,2.0,3.0,2000.0,2000.0
27,4,masculino,77,4,2,1.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
52,2,masculino,28,4,4,2.0,sem_instrucao,1.0,,,,1.0,eletric_obra,7411.0,7.0,5.0,9.0,,43000.0,3.0,2.0,3.0,2000.0,2000.0
53,1,masculino,4,4,3,,,,,,,,,,,,,,,,,,,
31,2,masculino,74,4,2,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
21,1,masculino,41,4,2,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
21,4,masculino,15,1,3,1.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,6.0,10.0,,1108.0,1.0,2.0,1.0,,
28,4,feminino,7,4,5,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
26,2,masculino,15,4,4,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
23,2,feminino,51,4,4,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
13,1,feminino,41,4,5,2.0,medio,1.0,,,,1.0,ajud_prof,5312.0,5.0,3.0,6.0,2.0,85012.0,9.0,2.0,2.0,400.0,0.0
23,1,masculino,25,4,1,2.0,medio,1.0,,,,1.0,padeiro_confeit,7512.0,7.0,1.0,1.0,1.0,48030.0,4.0,1.0,4.0,1980.0,1980.0
29,4,feminino,58,4,2,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,,
27,4,masculino,17,1,5,1.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
15,4,feminino,58,4,4,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
51,4,feminino,43,1,4,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
22,4,feminino,25,1,2,2.0,medio,1.0,,,,1.0,garcom,5131.0,5.0,1.0,2.0,2.0,56011.0,6.0,2.0,3.0,100.0,100.0
15,4,masculino,37,4,5,2.0,fundamental,1.0,,,,1.0,escriturario_geral,4110.0,4.0,3.0,6.0,2.0,85012.0,9.0,2.0,2.0,1600.0,1600.0
24,2,feminino,47,1,4,2.0,superior,1.0,,,,1.0,espec_metodo_pedagog,2351.0,2.0,1.0,1.0,1.0,70000.0,7.0,1.0,3.0,3000.0,3000.0
33,2,feminino,19,4,4,2.0,medio,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,1.0,1.0,48042.0,4.0,1.0,3.0,1200.0,1200.0
51,1,feminino,40,5,3,2.0,superior,1.0,,,1.0,1.0,escriturario_geral,4110.0,4.0,3.0,7.0,,84012.0,8.0,1.0,3.0,1000.0,4000.0
21,1,feminino,45,4,3,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
14,1,masculino,39,4,3,2.0,medio,1.0,,,1.0,1.0,guarda_seg,5414.0,5.0,3.0,7.0,,84013.0,8.0,1.0,4.0,1300.0,2100.0
35,1,feminino,39,2,3,2.0,superior,1.0,,,1.0,1.0,escriturario_geral,4110.0,4.0,3.0,7.0,,84013.0,8.0,1.0,4.0,2600.0,2600.0
31,4,feminino,44,4,2,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
27,1,masculino,9,1,4,2.0,sem_instrucao,,,,,,,,,,,,,,,,,
15,4,feminino,87,4,2,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
32,1,masculino,38,4,3,2.0,medio,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,1.0,1.0,1.0,48076.0,4.0,1.0,3.0,2000.0,2500.0
43,4,masculino,33,1,5,2.0,fundamental,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1106.0,1.0,1.0,4.0,2500.0,0.0
28,4,feminino,45,4,3,2.0,sem_instrucao,1.0,,,,1.0,vend_amb_alimento,5212.0,5.0,6.0,10.0,,56020.0,6.0,2.0,2.0,,
11,4,feminino,19,4,4,2.0,superior_inc,1.0,,,,1.0,secret_exec_adm,3343.0,3.0,1.0,1.0,1.0,10010.0,2.0,1.0,2.0,460.0,450.0
43,4,masculino,28,4,4,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
50,4,feminino,75,1,2,2.0,fundamental,1.0,,,,1.0,comerciante_loja,5221.0,5.0,5.0,9.0,,48041.0,4.0,1.0,3.0,2000.0,2000.0
43,4,masculino,33,1,2,2.0,medio,1.0,,,,1.0,mec_ajust_eletric,7412.0,7.0,5.0,9.0,,45020.0,4.0,2.0,3.0,1400.0,1400.0
50,4,masculino,72,1,6,2.0,fundamental_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,1.0,1.0,1.0,1201.0,1.0,1.0,3.0,937.0,0.0
52,1,feminino,19,1,3,2.0,medio,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,2.0,2.0,48079.0,4.0,2.0,5.0,1500.0,1500.0
43,1,masculino,81,1,2,2.0,superior,2.0,2.0,5.0,,,,,,,,,,,,,,
29,4,feminino,16,4,4,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
15,4,masculino,54,1,2,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,,
17,4,feminino,42,4,3,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
42,4,masculino,64,1,1,2.0,fundamental_inc,1.0,,,,1.0,artesao_pedra_mad_vime,7317.0,7.0,5.0,9.0,,32009.0,2.0,2.0,1.0,400.0,400.0
27,4,masculino,39,1,1,2.0,medio,1.0,,,,1.0,tecnico_eng_mecanica,3115.0,3.0,1.0,2.0,2.0,49030.0,5.0,1.0,3.0,937.0,937.0
15,4,masculino,27,4,5,2.0,superior,1.0,,,,1.0,op_guindaste,8343.0,8.0,1.0,1.0,1.0,52020.0,5.0,1.0,3.0,2500.0,2500.0
21,4,feminino,42,4,3,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
23,2,masculino,60,2,5,2.0,fundamental,1.0,,,,1.0,pedreiros,7112.0,7.0,1.0,1.0,1.0,41000.0,3.0,1.0,3.0,1500.0,1500.0
17,1,feminino,16,4,5,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
27,1,masculino,58,4,6,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
35,4,feminino,25,2,5,2.0,medio,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,1.0,1.0,48079.0,4.0,1.0,3.0,1200.0,1200.0
33,2,feminino,22,1,2,2.0,medio,1.0,,,,1.0,prof_idioma,2353.0,2.0,1.0,1.0,1.0,85029.0,9.0,1.0,3.0,1500.0,2200.0
35,4,feminino,37,1,9,2.0,sem_instrucao,2.0,2.0,1.0,,,,,,,,,,,,,,
35,4,masculino,17,4,6,1.0,medio_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
43,2,feminino,57,1,2,2.0,medio,2.0,2.0,5.0,,,,,,,,,,,,,,
13,1,feminino,40,4,3,2.0,superior,1.0,,,1.0,1.0,prof_ensino_superior,2310.0,2.0,3.0,7.0,,85014.0,9.0,1.0,3.0,15000.0,15000.0
25,4,masculino,35,4,4,2.0,fundamental,2.0,2.0,3.0,,,,,,,,,,,,,,
32,4,masculino,57,1,2,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1113.0,1.0,1.0,3.0,3000.0,3000.0
42,4,masculino,53,1,2,2.0,medio,1.0,,,,1.0,provador_produtos,7543.0,7.0,1.0,1.0,1.0,28000.0,2.0,1.0,3.0,2500.0,2500.0
53,1,feminino,31,4,3,2.0,superior_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
26,4,masculino,4,1,4,,,,,,,,,,,,,,,,,,,
31,4,feminino,33,4,4,2.0,medio,1.0,,,,1.0,balc_aliment,5246.0,5.0,1.0,1.0,1.0,56011.0,6.0,1.0,3.0,937.0,937.0
13,4,feminino,9,4,5,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
15,4,masculino,7,4,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
42,4,feminino,16,4,2,1.0,medio_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
51,4,masculino,19,4,8,2.0,medio,1.0,,,,1.0,tec_eng_minas_metalurgia,3117.0,3.0,1.0,2.0,2.0,25001.0,2.0,2.0,2.0,1500.0,1400.0
13,2,masculino,1,2,7,,,,,,,,,,,,,,,,,,,
27,1,masculino,42,4,4,2.0,medio,1.0,,,,1.0,comerciante_loja,5221.0,5.0,4.0,8.0,,48080.0,4.0,1.0,3.0,5000.0,5000.0
25,4,feminino,52,4,3,2.0,fundamental_inc,1.0,,,,1.0,padeiro_confeit,7512.0,7.0,5.0,9.0,,10030.0,2.0,2.0,1.0,50.0,30.0
50,4,feminino,19,4,5,2.0,medio,1.0,,,,1.0,sec_geral,4120.0,4.0,1.0,1.0,1.0,69000.0,7.0,1.0,2.0,650.0,650.0
21,4,feminino,7,4,8,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
23,4,feminino,11,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
42,4,masculino,57,1,1,2.0,medio,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,1.0,1.0,1.0,1201.0,1.0,1.0,4.0,3500.0,3500.0
29,4,feminino,43,4,3,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
33,2,feminino,65,1,1,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,,
31,4,feminino,65,4,4,2.0,superior,2.0,2.0,5.0,,,,,,,,,,,,,,
43,4,masculino,38,1,4,2.0,fundamental,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1107.0,1.0,1.0,5.0,4792.0,0.0
15,4,masculino,13,4,6,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
25,4,feminino,49,1,2,2.0,superior,1.0,,,,1.0,outros_trab_inf_cliente,4229.0,4.0,3.0,6.0,2.0,86001.0,9.0,1.0,3.0,937.0,937.0
21,4,masculino,18,2,2,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
41,4,feminino,11,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
12,4,feminino,71,1,3,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,,
52,1,masculino,41,4,5,2.0,medio,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,5.0,9.0,,49040.0,5.0,2.0,3.0,1500.0,1500.0
31,4,masculino,50,1,4,2.0,fundamental_inc,1.0,,,,1.0,pedreiros,7112.0,7.0,5.0,9.0,,41000.0,3.0,2.0,3.0,937.0,937.0
21,4,masculino,22,4,6,2.0,medio,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,6.0,10.0,,1109.0,1.0,2.0,2.0,,
15,4,masculino,58,4,6,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1117.0,1.0,2.0,3.0,1200.0,1200.0
32,1,masculino,2,4,4,,,,,,,,,,,,,,,,,,,
13,4,feminino,33,4,5,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
21,4,feminino,15,4,5,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
31,4,feminino,50,1,4,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
11,1,masculino,5,4,5,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
24,4,feminino,72,4,2,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
13,2,masculino,30,4,1,2.0,medio,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1108.0,1.0,2.0,3.0,800.0,800.0
50,4,masculino,39,4,3,1.0,fundamental,1.0,,,1.0,1.0,cond_carro_taxi_caminhonete,8322.0,8.0,3.0,7.0,,84013.0,8.0,1.0,3.0,1400.0,1400.0
13,4,feminino,4,4,4,,,,,,,,,,,,,,,,,,,
42,4,masculino,17,1,3,1.0,fundamental,2.0,2.0,4.0,,,,,,,,,,,,,,
13,4,masculino,2,4,3,,,,,,,,,,,,,,,,,,,
26,4,feminino,1,4,4,,,,,,,,,,,,,,,,,,,
21,4,feminino,12,4,9,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
43,4,feminino,27,1,5,2.0,medio_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
42,4,masculino,13,1,3,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
31,2,feminino,7,4,3,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
16,2,feminino,51,4,3,2.0,superior,1.0,,,1.0,1.0,prof_ensino_medio,2330.0,2.0,3.0,7.0,,85013.0,9.0,1.0,3.0,3000.0,3000.0
21,4,feminino,29,4,9,2.0,medio_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
11,4,feminino,8,4,3,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
35,2,masculino,37,4,2,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
31,4,masculino,17,4,4,1.0,fundamental,2.0,2.0,2.0,,,,,,,,,,,,,,
43,4,feminino,23,4,5,2.0,fundamental,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,2.0,97000.0,11.0,2.0,1.0,120.0,120.0
35,1,feminino,46,1,2,2.0,medio,1.0,,,,1.0,cond_onibus_bonde,8331.0,8.0,1.0,2.0,2.0,49030.0,5.0,2.0,3.0,1000.0,1000.0
29,4,feminino,46,4,5,2.0,fundamental_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,5.0,9.0,,1201.0,1.0,2.0,1.0,500.0,600.0
35,4,feminino,60,1,4,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
27,1,feminino,6,4,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
35,4,masculino,77,4,3,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,,
24,2,feminino,23,4,5,2.0,fundamental,2.0,2.0,1.0,,,,,,,,,,,,,,
32,2,masculino,65,4,1,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
13,1,feminino,38,4,5,2.0,sem_instrucao,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,2.0,97000.0,11.0,2.0,2.0,800.0,800.0
31,2,masculino,81,4,4,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
29,1,feminino,38,2,3,2.0,medio,1.0,,,,1.0,profis_nivmedio_enferm,3221.0,3.0,1.0,1.0,1.0,86001.0,9.0,1.0,5.0,1300.0,2600.0
42,4,feminino,6,1,5,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
35,2,feminino,26,1,9,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
41,4,masculino,15,4,3,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
31,1,masculino,33,1,1,1.0,superior,1.0,,,,1.0,advogado_jurista,2611.0,2.0,4.0,8.0,,69000.0,7.0,1.0,5.0,30000.0,30000.0
17,4,masculino,51,4,2,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
12,1,feminino,36,1,6,1.0,superior,1.0,,,,1.0,escriturario_geral,4110.0,4.0,1.0,1.0,1.0,94020.0,10.0,1.0,3.0,2000.0,2000.0
31,4,feminino,9,4,8,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
13,4,masculino,8,5,9,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
22,4,masculino,16,4,3,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
41,4,feminino,57,1,3,2.0,fundamental_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,6.0,10.0,,1201.0,1.0,2.0,5.0,,
17,4,masculino,8,2,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
15,2,masculino,27,4,4,1.0,superior_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
53,1,feminino,10,1,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
43,4,feminino,59,1,1,2.0,superior,2.0,2.0,6.0,,,,,,,,,,,,,,
15,2,feminino,8,1,2,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
33,2,feminino,5,4,5,2.0,sem_instrucao,,,,,,,,,,,,,,,,,
29,2,masculino,32,4,6,2.0,medio_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
33,1,feminino,40,2,3,2.0,sem_instrucao,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,1.0,1.0,1.0,85014.0,9.0,1.0,3.0,1000.0,1000.0
23,4,masculino,37,1,4,2.0,fundamental_inc,1.0,,,,1.0,padeiro_confeit,7512.0,7.0,1.0,1.0,1.0,48030.0,4.0,1.0,4.0,937.0,937.0
25,4,masculino,3,4,3,,,,,,,,,,,,,,,,,,,
31,4,masculino,31,1,7,2.0,medio_inc,1.0,,,,1.0,pedreiros,7112.0,7.0,5.0,9.0,,31000.0,2.0,2.0,3.0,1000.0,800.0
35,1,masculino,19,4,6,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,,
33,4,masculino,53,4,3,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
27,1,feminino,30,4,5,1.0,superior,1.0,,,,1.0,nutricionista,2265.0,2.0,5.0,9.0,,86004.0,9.0,1.0,5.0,1000.0,3200.0
29,4,masculino,49,4,3,2.0,fundamental_inc,1.0,,,,1.0,ocup_element_outras,9629.0,9.0,1.0,1.0,1.0,42000.0,3.0,1.0,3.0,937.0,937.0
29,4,masculino,55,1,4,2.0,medio_inc,1.0,,,,1.0,pedreiros,7112.0,7.0,5.0,9.0,,41000.0,3.0,2.0,4.0,800.0,800.0
43,4,feminino,21,1,3,2.0,medio,1.0,,,,1.0,trab_contab_calc_custo,4311.0,4.0,1.0,1.0,1.0,69000.0,7.0,1.0,3.0,1300.0,1300.0
31,4,masculino,21,4,5,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
27,4,feminino,72,4,1,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
16,1,masculino,23,4,5,2.0,medio,1.0,,,,1.0,mecanico,7231.0,7.0,1.0,2.0,2.0,45020.0,4.0,2.0,3.0,900.0,900.0
35,4,feminino,58,1,2,2.0,fundamental_inc,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,2.0,97000.0,11.0,1.0,2.0,937.0,937.0
35,2,masculino,57,1,2,2.0,fundamental_inc,1.0,,,,1.0,dirig_adm,1219.0,1.0,1.0,1.0,1.0,48080.0,4.0,1.0,3.0,1500.0,1500.0
